person_id,test_time,education,childhood,gender,age,hand,familysize,rwa
1000,169,Graduate degree,"Urban (town, city)",Female,75,Left,4,1.45
1001,191,University degree,Suburban,Male,35,Right,2,3.5
1002,178,Less than high school,Rural (country side),Male,15,Left,2,1.2
1003,434,University degree,"Urban (town, city)",Female,29,Right,3,3.75
1004,203,University degree,Suburban,Male,40,Right,1,3.7
1005,342,University degree,Suburban,Male,31,Right,3,2.05
1006,242,High school,Suburban,Male,18,Right,1,3.85
1007,143,University degree,"Urban (town, city)",Male,35,Both,5,1
1008,NA,University degree,Rural (country side),Male,32,Right,1,1.4
1009,254,University degree,Suburban,Male,65,Right,3,3.4
1010,133,University degree,"Urban (town, city)",Female,44,Right,1,1.2
1011,222,High school,"Urban (town, city)",Female,26,Right,1,1.9
1012,317,Graduate degree,Suburban,Female,46,Right,3,4.2
1013,373,Less than high school,Suburban,Male,16,Right,NA,2.7
1014,110,Less than high school,"Urban (town, city)",Male,25,Left,3,7.9
1015,NA,High school,"Urban (town, city)",Male,16,Right,2,5.85
1016,182,High school,"Urban (town, city)",Male,49,Right,1,5.9
1017,373,High school,Rural (country side),Male,17,Right,3,7.25
1018,361,Graduate degree,"Urban (town, city)",Female,56,Left,5,3.3
1019,128,Graduate degree,"Urban (town, city)",Male,30,Right,4,2.45
1020,364,High school,Rural (country side),Female,23,Right,2,1.25
1021,137,High school,"Urban (town, city)",Other,24,Left,1,1
1022,152,High school,"Urban (town, city)",Female,20,Right,2,1.3
1023,189,High school,"Urban (town, city)",Male,18,Right,1,2.15
1024,175,University degree,"Urban (town, city)",Female,26,Right,1,2.1
1025,517,University degree,Rural (country side),Male,65,Right,2,3.95
1026,265,University degree,Suburban,Female,19,Right,2,2.9
1027,182,High school,Suburban,Male,18,Right,4,1.9
1028,379,Graduate degree,"Urban (town, city)",Male,70,Right,2,2.35
1029,86,High school,Suburban,Male,20,Right,1,1.6
1030,293,University degree,Suburban,Female,26,Right,5,2
1031,132,Less than high school,"Urban (town, city)",Male,16,Left,2,1
1032,251,High school,"Urban (town, city)",Female,44,Right,2,1.55
1033,204,Graduate degree,"Urban (town, city)",Male,26,Right,2,1.8
1034,119,University degree,"Urban (town, city)",Male,18,Right,2,5.5
1035,NA,Graduate degree,Rural (country side),Female,57,Right,NA,5.7
1036,165,High school,Suburban,Female,20,Right,2,4.1
1037,580,High school,"Urban (town, city)",Male,24,Right,2,4.05
1038,217,University degree,Rural (country side),Male,37,Right,3,2.75
1039,309,High school,Suburban,Male,28,Right,8,5.6
1040,292,University degree,"Urban (town, city)",Male,22,Right,2,7.85
1041,446,High school,Suburban,Female,16,Right,1,1.05
1042,373,University degree,Suburban,Male,26,Left,2,2.65
1043,142,University degree,Suburban,Female,20,Right,4,2
1044,202,Less than high school,Suburban,Male,16,Right,4,3.35
1045,235,University degree,"Urban (town, city)",Female,45,Right,4,2.7
1046,214,University degree,Suburban,Male,51,Left,4,5.45
1047,284,Graduate degree,"Urban (town, city)",Male,24,Right,3,5.15
1048,263,University degree,Rural (country side),Female,22,Right,5,2.2
1049,131,University degree,Rural (country side),Male,21,Right,2,4.4
1050,167,University degree,Suburban,Female,20,Right,2,2.2
1051,157,High school,Rural (country side),Other,18,Right,2,7.75
1052,159,University degree,Rural (country side),Male,28,Right,2,6.35
1053,376,Less than high school,Suburban,Male,18,Right,3,3.7
1054,252,Graduate degree,Suburban,Female,31,Right,4,4
1055,NA,High school,Suburban,Male,17,Right,2,1.8
1056,135,High school,Suburban,Female,19,Right,2,1.4
1057,122,Less than high school,"Urban (town, city)",Female,16,Right,3,1.5
1058,261,Less than high school,"Urban (town, city)",Male,48,Right,4,4.5
1059,202,High school,Suburban,Male,18,Right,2,3
1060,190,High school,"Urban (town, city)",Male,22,Right,2,1.75
1061,327,University degree,Suburban,Male,30,Left,2,4.35
1062,242,High school,"Urban (town, city)",Male,41,Right,2,5.7
1063,211,University degree,Suburban,Female,52,Right,2,1.95
1064,314,High school,Suburban,Male,19,Right,6,4.2
1065,176,High school,Rural (country side),Female,41,Both,3,1.55
1066,124,High school,"Urban (town, city)",Male,18,Right,1,1.1
1067,NA,Graduate degree,Suburban,Male,31,Left,3,2.1
1068,380,University degree,Suburban,Female,20,Right,2,1.15
1069,167,High school,Suburban,Male,17,Left,2,6.75
1070,183,University degree,Rural (country side),Male,34,Right,4,3.45
1071,109,High school,Suburban,Male,21,Right,5,6.5
1072,203,University degree,Suburban,Female,48,Left,2,2.4
1073,222,University degree,Rural (country side),Female,27,Right,11,1.4
1074,307,University degree,Suburban,Male,38,Right,6,4
1075,298,University degree,Suburban,Female,50,Left,2,5.9
1076,172,Graduate degree,Suburban,Male,30,Right,6,3.55
1077,292,University degree,Rural (country side),Female,30,Left,1,2.75
1078,297,Less than high school,Suburban,Male,24,Right,3,2.9
1079,NA,Less than high school,Suburban,Female,16,Right,2,1.5
1080,165,High school,"Urban (town, city)",Female,16,Left,2,2.3
1081,153,High school,Suburban,Male,18,Right,2,6.25
1082,123,Less than high school,Suburban,Female,16,Right,3,1.7
1083,149,Less than high school,"Urban (town, city)",Male,43,Right,2,2.6
1084,195,University degree,Rural (country side),Male,50,Left,3,1
1085,589,University degree,Suburban,Male,41,Right,1,1.65
1086,153,University degree,Suburban,Female,43,Right,3,1.7
1087,134,Graduate degree,Suburban,Female,40,Right,3,1.55
1088,335,High school,Rural (country side),Male,17,Both,2,4.35
1089,115,High school,Suburban,Female,18,Right,2,1.05
1090,311,Less than high school,Suburban,Female,13,Right,2,1.45
1091,249,High school,Rural (country side),Female,17,Left,3,1.25
1092,141,University degree,Suburban,Male,23,Right,2,1.55
1093,261,High school,"Urban (town, city)",Female,16,Right,4,1.95
1094,336,High school,Suburban,Female,22,Right,1,1.9
1095,75,University degree,"Urban (town, city)",Male,54,Left,3,1
1096,189,High school,Rural (country side),Male,18,Right,2,6.1
1097,478,High school,Suburban,Male,18,Right,4,2.7
1098,239,Less than high school,"Urban (town, city)",Male,13,Right,4,5.9
1099,307,University degree,Rural (country side),Female,50,Right,2,1.85
1100,248,University degree,Rural (country side),Male,33,Right,NA,2.15
1101,123,High school,Suburban,Male,32,Right,2,1.5
1102,155,High school,Suburban,Male,17,Right,2,4.05
1103,154,High school,Rural (country side),Male,17,Right,2,1
1104,331,High school,Suburban,Male,21,Left,2,6.5
1105,251,High school,Rural (country side),Female,38,Right,11,2
1106,253,High school,"Urban (town, city)",Male,27,Right,4,2.8
1107,545,University degree,"Urban (town, city)",Male,25,Left,11,4.45
1108,315,University degree,"Urban (town, city)",Female,19,Left,3,7.3
1109,182,High school,"Urban (town, city)",Male,16,Left,4,3.45
1110,NA,High school,"Urban (town, city)",Male,19,Right,4,1.4
1111,263,University degree,Suburban,Male,25,Right,NA,3.9
1112,NA,Less than high school,Suburban,Female,14,Right,2,1.3
1113,203,High school,Rural (country side),Male,54,Right,2,1.8
1114,187,University degree,"Urban (town, city)",Male,58,Right,3,1.05
1115,270,University degree,Suburban,Female,51,Right,2,2.1
1116,159,University degree,Rural (country side),Male,21,Left,3,1
1117,398,High school,Rural (country side),Male,18,Right,2,2.15
1118,192,Graduate degree,Suburban,Female,22,Left,3,2.35
1119,292,Graduate degree,"Urban (town, city)",Female,38,NA,2,4.05
1120,147,University degree,"Urban (town, city)",Male,28,Right,1,1.7
1121,178,High school,"Urban (town, city)",Male,21,Left,3,2.25
1122,281,Graduate degree,Suburban,Male,32,Right,3,3.8
1123,250,Graduate degree,Rural (country side),Male,77,Left,4,1.55
1124,259,High school,"Urban (town, city)",Female,18,Right,2,1.55
1125,255,High school,"Urban (town, city)",Male,16,Right,3,3.6
1126,NA,University degree,"Urban (town, city)",Male,53,Right,3,1.15
1127,353,University degree,Suburban,Female,40,Right,2,1.85
1128,181,University degree,Suburban,Female,27,Both,3,2.15
1129,271,University degree,Suburban,Male,37,Right,3,2.8
1130,547,High school,Suburban,Male,58,Right,5,5.5
1131,225,University degree,Suburban,Female,31,Right,2,2.25
1132,298,High school,Rural (country side),Male,65,Right,8,2.6
1133,269,High school,"Urban (town, city)",Male,17,Right,2,2.2
1134,175,Graduate degree,Rural (country side),Female,36,Right,1,2.8
1135,133,High school,Suburban,Female,16,Right,2,2.85
1136,205,High school,"Urban (town, city)",Male,18,Right,2,4.4
1137,381,High school,Rural (country side),Male,22,Right,4,4.4
1138,131,High school,Suburban,Male,37,Right,2,1.15
1139,236,Graduate degree,"Urban (town, city)",Male,28,Right,2,2.8
1140,NA,High school,"Urban (town, city)",Male,17,Right,1,2.9
1141,157,University degree,"Urban (town, city)",Male,18,Right,2,6.95
1142,NA,Graduate degree,Suburban,Male,29,Right,4,6.5
1143,162,High school,"Urban (town, city)",Female,53,Right,2,4.4
1144,128,University degree,"Urban (town, city)",Female,39,Right,1,1
1145,328,University degree,Suburban,Female,26,Right,4,4.8
1146,82,High school,Rural (country side),Female,18,Right,2,1.6842105263157894
1147,106,Graduate degree,"Urban (town, city)",Other,37,Right,1,1.15
1148,221,University degree,"Urban (town, city)",Other,31,Right,4,4.7
1149,180,University degree,"Urban (town, city)",Male,21,Right,1,1
1150,185,Less than high school,Suburban,Male,13,Right,6,8.55
1151,171,University degree,"Urban (town, city)",Female,21,Right,1,3.2
1152,233,Graduate degree,"Urban (town, city)",Female,39,Right,2,1.6
1153,161,Graduate degree,"Urban (town, city)",Male,35,Right,2,4.15
1154,179,University degree,Suburban,Male,27,Right,NA,1
1155,292,University degree,"Urban (town, city)",Female,24,Right,4,5.15
1156,121,University degree,"Urban (town, city)",Female,28,Right,3,1.55
1157,336,Less than high school,Suburban,Female,17,Right,1,1.8
1158,217,High school,"Urban (town, city)",Female,17,Right,1,1.45
1159,170,Less than high school,"Urban (town, city)",Male,13,Right,2,1.5
1160,101,Graduate degree,"Urban (town, city)",Female,28,Right,1,2.45
1161,NA,High school,Rural (country side),Male,19,Right,2,2.2
1162,199,High school,"Urban (town, city)",Male,16,Right,2,5.5
1163,177,High school,Suburban,Male,19,Right,2,1.75
1164,124,Graduate degree,Suburban,Male,36,Right,3,2.75
1165,264,High school,Suburban,Male,19,Right,3,7.45
1166,200,High school,"Urban (town, city)",Female,20,Right,3,2.3
1167,243,High school,Suburban,Male,47,Right,2,1.1
1168,239,Graduate degree,"Urban (town, city)",Male,33,Right,2,1.2
1169,220,University degree,Suburban,Female,33,Right,2,1.15
1170,208,Graduate degree,"Urban (town, city)",Female,56,Left,1,1.5
1171,307,University degree,Rural (country side),Male,37,Right,3,3.05
1172,123,High school,Rural (country side),Male,26,Right,2,1.1
1173,251,University degree,Rural (country side),Male,25,Right,1,3.2
1174,113,High school,Suburban,Other,19,Right,2,1.75
1175,170,Less than high school,"Urban (town, city)",Female,16,Left,NA,2.85
1176,117,NA,Suburban,Female,18,Right,2,1.4
1177,159,High school,Rural (country side),Male,50,Right,7,4.25
1178,282,High school,Rural (country side),Female,20,Right,6,2.25
1179,200,University degree,"Urban (town, city)",Male,19,Right,4,6.2
1180,305,University degree,"Urban (town, city)",Male,20,Right,4,7.4
1181,249,High school,Rural (country side),Male,21,Right,3,2.5
1182,147,University degree,Suburban,Male,27,Right,2,8.35
1183,191,University degree,"Urban (town, city)",Male,30,Right,2,6.85
1184,122,High school,Suburban,Male,18,Right,1,7.1
1185,344,High school,Suburban,Male,21,Left,3,7.65
1186,NA,High school,Suburban,Male,20,Left,2,3.2
1187,138,High school,Suburban,Male,31,Right,1,1.2
1188,185,High school,Suburban,Female,18,Right,1,3.1
1189,221,Less than high school,"Urban (town, city)",Male,18,Right,5,7.4
1190,161,High school,"Urban (town, city)",Male,14,Right,2,2.15
1191,274,High school,"Urban (town, city)",Male,15,Right,1,1.4
1192,148,High school,"Urban (town, city)",Male,16,Right,1,4.85
1193,245,Less than high school,"Urban (town, city)",Female,59,NA,5,3.8
1194,295,University degree,Suburban,Male,25,Right,2,7.8
1195,180,Graduate degree,"Urban (town, city)",Female,28,Right,2,1.95
1196,284,Graduate degree,"Urban (town, city)",Male,47,Right,3,2.9
1197,123,High school,"Urban (town, city)",Female,18,Right,3,1.9
1198,230,University degree,Suburban,Male,41,Left,3,2.4
1199,399,University degree,Suburban,Male,33,Right,2,1.2
1200,366,Less than high school,Suburban,Male,16,Right,2,1.6
1201,286,High school,Suburban,Male,16,Right,2,3.95
1202,288,High school,Suburban,Male,28,Right,3,1.1
1203,188,High school,Suburban,Female,27,Left,1,1.7
1204,272,Less than high school,"Urban (town, city)",Male,16,Right,NA,2.55
1205,328,High school,"Urban (town, city)",Male,16,Right,2,2.4
1206,230,High school,Suburban,Male,40,Left,3,2.5
1207,235,NA,"Urban (town, city)",Male,37,Right,2,5.8
1208,146,High school,"Urban (town, city)",Female,38,Right,1,1.7
1209,285,University degree,"Urban (town, city)",Male,25,Right,3,5.05
1210,242,University degree,"Urban (town, city)",Male,30,Right,3,2.3
1211,284,Graduate degree,"Urban (town, city)",Male,34,Right,1,1
1212,176,High school,"Urban (town, city)",Male,16,Right,2,3.5
1213,259,Graduate degree,"Urban (town, city)",Female,22,Right,3,4.55
1214,164,University degree,"Urban (town, city)",Female,20,Right,NA,2.9
1215,441,University degree,Suburban,Male,21,Right,NA,2.9
1216,253,High school,Suburban,Male,40,Right,2,4.45
1217,NA,Less than high school,Suburban,Male,13,Right,2,2.6
1218,NA,High school,Rural (country side),Male,19,Right,2,2.6
1219,156,Less than high school,Suburban,Male,15,Right,5,6.05
1220,389,High school,Rural (country side),Male,17,Right,2,4.9
1221,202,High school,Suburban,Male,20,Right,5,5.4
1222,251,University degree,Rural (country side),Female,57,Right,4,1.1
1223,225,Graduate degree,Rural (country side),Male,40,Right,2,2.3
1224,187,High school,Suburban,Female,18,Right,2,3.3
1225,271,High school,Suburban,Male,20,Right,1,4.4
1226,137,High school,Rural (country side),Female,17,Right,1,4.25
1227,179,High school,Rural (country side),Male,21,Right,2,6.7
1228,181,High school,Suburban,Female,21,Right,3,1.95
1229,256,High school,"Urban (town, city)",Other,17,Right,3,1.5
1230,360,University degree,Rural (country side),Male,46,Right,3,5.3
1231,169,University degree,"Urban (town, city)",Male,23,Right,2,3.2
1232,NA,University degree,Suburban,Male,44,Right,3,3.9
1233,157,High school,"Urban (town, city)",Female,54,Right,6,1.2
1234,228,University degree,Suburban,Female,23,Right,2,5.15
1235,153,NA,Rural (country side),Female,47,Right,3,1.05
1236,221,Graduate degree,"Urban (town, city)",Female,35,Right,2,1.6
1237,256,University degree,"Urban (town, city)",Male,26,Right,2,4.4
1238,294,High school,"Urban (town, city)",Male,43,Right,3,2.2
1239,201,University degree,"Urban (town, city)",Male,19,Left,1,6.4
1240,218,University degree,Suburban,Male,32,Right,2,6.3
1241,175,Less than high school,Suburban,Female,14,Both,3,1.4
1242,NA,High school,Suburban,Male,18,Right,1,1.6
1243,150,Graduate degree,Suburban,Male,27,Left,2,1.35
1244,439,University degree,Suburban,Male,26,Right,4,1.75
1245,229,High school,"Urban (town, city)",Male,19,Right,5,1.85
1246,175,Graduate degree,"Urban (town, city)",Male,37,Right,3,6.9
1247,592,University degree,Suburban,Female,32,Right,1,2.65
1248,142,High school,Suburban,Male,20,Right,1,2.85
1249,313,University degree,Suburban,Male,25,Right,2,3.15
1250,272,University degree,Suburban,Female,41,Right,2,3.75
1251,258,High school,"Urban (town, city)",Female,19,Right,3,1.85
1252,146,Graduate degree,Suburban,Male,40,Right,2,3.35
1253,173,High school,"Urban (town, city)",Male,34,Right,3,1.2
1254,144,University degree,Rural (country side),Female,52,Right,4,1.35
1255,253,Less than high school,"Urban (town, city)",Female,16,Right,2,2.25
1256,157,University degree,Suburban,Male,39,Right,2,2.85
1257,187,High school,"Urban (town, city)",Female,19,Right,1,1.75
1258,NA,University degree,Rural (country side),Male,45,Right,1,2.3
1259,160,Graduate degree,Suburban,Male,29,Right,3,1.3
1260,NA,High school,"Urban (town, city)",Male,17,Right,4,7.8
1261,224,High school,"Urban (town, city)",Female,19,Right,2,1.4
1262,162,High school,Suburban,Female,19,Right,3,3.05
1263,147,University degree,Suburban,Female,20,Right,2,3.3
1264,538,University degree,"Urban (town, city)",Female,19,Both,1,3.65
1265,158,University degree,Suburban,Male,20,Right,3,3.1
1266,180,Graduate degree,Suburban,Male,74,Right,2,2.1
1267,316,High school,"Urban (town, city)",Female,18,Right,2,2.2
1268,NA,High school,"Urban (town, city)",Female,18,Right,2,1.85
1269,236,High school,Rural (country side),Male,18,Both,2,3.65
1270,206,Graduate degree,Suburban,Female,65,Right,3,1.65
1271,169,High school,Suburban,Male,24,Right,4,5.4
1272,107,University degree,NA,Female,70,Right,1,1.45
1273,NA,Graduate degree,Rural (country side),Male,29,Right,1,5
1274,282,Less than high school,Rural (country side),Female,48,Right,3,3.95
1275,164,High school,Suburban,Male,19,Right,2,3.95
1276,183,University degree,Suburban,Female,21,Right,2,1.7894736842105263
1277,174,Graduate degree,Suburban,Male,36,Right,5,5.9
1278,154,High school,"Urban (town, city)",Male,17,Right,5,1.4
1279,207,University degree,Suburban,Female,28,Right,1,1
1280,522,High school,"Urban (town, city)",Male,18,Left,2,8.9
1281,305,Graduate degree,"Urban (town, city)",Male,29,Right,1,2.6
1282,NA,High school,"Urban (town, city)",Male,22,Right,2,3.7
1283,118,High school,"Urban (town, city)",Female,14,Both,1,1.05
1284,NA,University degree,Suburban,Female,65,Right,3,2.65
1285,216,Graduate degree,"Urban (town, city)",Female,40,Right,1,1.45
1286,414,High school,"Urban (town, city)",Female,14,Right,2,1.75
1287,201,University degree,Suburban,Male,21,Left,3,1.2
1288,162,High school,"Urban (town, city)",Female,20,Right,2,1.05
1289,249,University degree,Suburban,Other,19,Right,2,3.1
1290,147,High school,"Urban (town, city)",Other,20,Both,3,1.25
1291,252,University degree,Suburban,Female,24,Right,2,1.75
1292,335,Less than high school,Suburban,Male,16,Right,2,6.25
1293,210,University degree,Suburban,Female,21,Right,2,2.7
1294,164,High school,Suburban,Male,19,Right,1,1.95
1295,139,Graduate degree,Suburban,Female,33,Right,3,2.05
1296,114,High school,Rural (country side),Male,18,Right,2,1
1297,311,High school,Suburban,Male,22,Right,3,5.1
1298,292,University degree,"Urban (town, city)",Female,21,Left,3,1.4
1299,NA,Less than high school,Suburban,Male,17,Right,2,1.9
1300,281,University degree,"Urban (town, city)",Male,22,Right,1,5.45
1301,NA,University degree,"Urban (town, city)",Male,27,Right,7,5.5
1302,248,High school,"Urban (town, city)",Male,13,Right,1,4.2
1303,NA,University degree,Suburban,Male,59,Right,2,4.55
1304,NA,University degree,Suburban,Female,64,Right,3,2.25
1305,98,Graduate degree,Suburban,Male,28,Right,1,1.1
1306,207,High school,"Urban (town, city)",Male,18,Right,2,6.9
1307,164,High school,Suburban,Female,18,Both,3,1.7
1308,291,Graduate degree,Suburban,Male,40,Right,3,1.8
1309,223,High school,"Urban (town, city)",Female,18,Left,3,1.4
1310,182,High school,"Urban (town, city)",Male,54,Right,5,6.473684210526316
1311,379,High school,Rural (country side),Male,25,Right,2,6.25
1312,208,Less than high school,"Urban (town, city)",Male,16,Right,2,3.15
1313,302,Less than high school,Rural (country side),Female,63,Right,9,7.2
1314,191,University degree,"Urban (town, city)",Male,18,Right,2,7.35
1315,183,High school,"Urban (town, city)",Female,52,Right,5,1.8
1316,367,High school,Rural (country side),Male,49,Right,4,5.05
1317,240,Graduate degree,"Urban (town, city)",Male,83,Right,2,1.05
1318,472,High school,"Urban (town, city)",Male,71,Right,3,4.45
1319,113,High school,"Urban (town, city)",Female,30,Right,2,2.4
1320,79,Less than high school,"Urban (town, city)",Male,NA,Right,NA,5
1321,214,University degree,"Urban (town, city)",Female,35,Right,2,1.8
1322,186,High school,Suburban,Male,18,Right,2,3
1323,222,Less than high school,Suburban,Female,17,Right,2,1.85
1324,259,Less than high school,Suburban,Female,15,Right,2,1.5
1325,174,High school,Suburban,Female,18,Right,3,2.95
1326,196,University degree,NA,Female,15,Right,4,2.6
1327,163,Less than high school,"Urban (town, city)",Female,16,Right,3,1.45
1328,143,University degree,Suburban,Female,31,Right,2,1.85
1329,135,High school,Suburban,Other,18,Right,3,1.4
1330,405,Graduate degree,"Urban (town, city)",Male,34,Right,2,1.45
1331,126,University degree,Suburban,Male,22,Right,2,1.45
1332,187,Less than high school,Suburban,Female,15,Right,2,2.05
1333,181,University degree,Suburban,Female,26,Right,2,1.55
1334,178,Less than high school,Suburban,Female,14,Right,2,1.2
1335,217,High school,Rural (country side),Other,19,Both,3,1.95
1336,151,High school,Suburban,Female,18,Left,1,3.75
1337,209,Less than high school,Suburban,Male,14,Right,2,7.5
1338,63,High school,Suburban,Male,22,Right,3,1.2
1339,213,Less than high school,"Urban (town, city)",Male,37,Right,2,2.35
1340,NA,University degree,Suburban,Female,25,Right,3,1.8
1341,229,Graduate degree,"Urban (town, city)",Female,22,Right,2,1.95
1342,NA,University degree,"Urban (town, city)",Male,27,Left,2,1.8
1343,206,Graduate degree,Suburban,Female,57,Right,3,1.2
1344,325,Less than high school,Rural (country side),Female,15,Right,2,2.15
1345,208,High school,Suburban,Male,17,Right,2,1.5
1346,254,Graduate degree,"Urban (town, city)",Female,46,Both,2,2.05
1347,155,High school,Suburban,Male,20,Right,2,2.6
1348,345,Graduate degree,Suburban,Male,72,Right,2,5.1
1349,208,Graduate degree,Suburban,Male,61,Right,3,1.5
1350,265,University degree,Suburban,Male,30,Right,3,4.15
1351,NA,High school,Rural (country side),Male,22,Right,NA,1.15
1352,157,High school,Rural (country side),Male,25,Right,3,2.3
1353,NA,High school,Rural (country side),Female,20,Left,2,1.95
1354,101,Graduate degree,Suburban,Female,48,Right,2,1.25
1355,274,Graduate degree,"Urban (town, city)",Male,40,Left,1,4.35
1356,252,High school,Suburban,Male,40,Right,3,2
1357,361,University degree,"Urban (town, city)",Female,55,Right,3,1.65
1358,189,High school,Suburban,Female,19,Right,2,1.2
1359,171,NA,"Urban (town, city)",Male,38,Both,3,1.75
1360,163,University degree,Suburban,Male,30,Right,2,1.7
1361,478,Graduate degree,Suburban,Male,32,Left,2,3.45
1362,148,Less than high school,Suburban,Female,14,Right,3,2.1
1363,296,University degree,Suburban,Male,28,Right,2,7.05
1364,501,Graduate degree,Suburban,Male,31,Right,2,4.2
1365,181,High school,Rural (country side),Female,22,Right,3,2.1
1366,345,University degree,"Urban (town, city)",Female,47,Right,2,1.95
1367,276,High school,Rural (country side),Female,17,Right,1,1.35
1368,226,High school,Suburban,Male,31,Right,2,5
1369,138,University degree,Suburban,Male,47,Right,1,2.05
1370,383,University degree,Suburban,Female,21,Right,6,5.2
1371,NA,High school,"Urban (town, city)",Female,23,Right,2,3.4
1372,275,Less than high school,Suburban,Female,15,Right,4,3
1373,395,High school,Rural (country side),Male,20,Right,1,2.5
1374,NA,Less than high school,Rural (country side),Female,16,Right,5,2.25
1375,219,High school,Rural (country side),Male,17,Right,3,5.35
1376,162,Graduate degree,Suburban,Other,25,Left,3,1
1377,315,Graduate degree,Suburban,Male,26,Right,2,1.55
1378,186,Less than high school,Rural (country side),Male,17,Right,3,2.2
1379,167,Less than high school,Suburban,Female,13,Left,1,2
1380,114,University degree,NA,Male,25,Right,3,2.6
1381,573,High school,Suburban,Female,18,Right,2,1.3
1382,83,High school,"Urban (town, city)",Other,18,Left,1,2.2
1383,NA,High school,Rural (country side),Male,54,Right,2,1.45
1384,NA,University degree,Rural (country side),Male,49,Right,9,3.6
1385,231,High school,Suburban,Male,22,Right,2,2.45
1386,128,University degree,"Urban (town, city)",Male,45,Right,1,1.55
1387,168,University degree,"Urban (town, city)",Male,67,Right,1,2
1388,242,University degree,Rural (country side),Male,29,Right,2,1
1389,147,University degree,"Urban (town, city)",Male,50,Right,4,1.15
1390,131,Less than high school,Suburban,Male,17,Right,1,3.85
1391,227,University degree,"Urban (town, city)",Male,54,Right,3,2.1578947368421053
1392,238,High school,Suburban,Male,19,Right,2,2.35
1393,138,University degree,Suburban,Female,33,Right,2,1
1394,173,High school,"Urban (town, city)",Female,37,Left,2,1.5
1395,119,High school,Suburban,Female,26,Right,2,1.35
1396,274,University degree,Suburban,Male,21,Right,2,1.65
1397,142,High school,Suburban,Female,18,Right,3,1.1
1398,291,Less than high school,Suburban,Male,17,Right,1,7.9
1399,181,Less than high school,NA,Female,15,Both,6,2.2
1400,270,High school,"Urban (town, city)",Female,18,Both,1,2.9
1401,230,High school,"Urban (town, city)",Female,24,Right,1,1.2
1402,160,High school,Rural (country side),Male,21,Left,2,1.45
1403,146,University degree,Suburban,Male,21,Right,3,8.75
1404,192,High school,Suburban,Male,20,Right,6,6.9
1405,156,University degree,"Urban (town, city)",Female,19,Right,1,1.2
1406,97,High school,Suburban,Female,25,Left,2,1.2
1407,381,Graduate degree,Suburban,Male,58,Right,2,2.35
1408,163,Less than high school,"Urban (town, city)",Male,13,Right,6,8.35
1409,195,University degree,Suburban,Female,62,Right,7,2.1
1410,210,Less than high school,Suburban,Female,17,Right,3,1.85
1411,129,High school,Suburban,Female,16,Right,4,1.5
1412,192,Less than high school,Suburban,Female,16,Right,4,2.05
1413,92,High school,Suburban,Female,18,Right,3,2.75
1414,206,High school,"Urban (town, city)",Female,16,Right,1,2.05
1415,346,University degree,"Urban (town, city)",Male,52,Right,2,1.6
1416,194,Graduate degree,Suburban,Male,66,Left,6,1.3
1417,177,High school,Rural (country side),Female,17,Right,2,4.35
1418,298,University degree,Suburban,Female,20,Right,1,5.4
1419,164,University degree,Suburban,Male,41,Right,5,1.9
1420,297,High school,Rural (country side),Female,19,Right,1,1.3
1421,248,High school,Rural (country side),Female,16,Both,1,3.45
1422,194,High school,Rural (country side),Female,22,Right,6,4.2
1423,435,Graduate degree,Rural (country side),Male,28,Right,4,1
1424,140,Less than high school,Suburban,Female,14,Right,2,1.3
1425,175,University degree,"Urban (town, city)",Male,63,Left,5,5.4
1426,NA,University degree,"Urban (town, city)",Female,20,Right,5,6.15
1427,214,High school,Suburban,Female,18,Right,1,2.4
1428,210,University degree,Suburban,Male,23,Right,4,5.35
1429,513,High school,Suburban,Male,17,Right,3,3.45
1430,218,High school,"Urban (town, city)",Male,18,Right,NA,2.95
1431,136,High school,Suburban,Male,18,Right,3,1.55
1432,212,University degree,Suburban,Male,38,Right,1,4.2
1433,157,Graduate degree,Suburban,Female,56,Right,3,1.05
1434,231,High school,Suburban,Female,38,Both,4,5.55
1435,425,University degree,Rural (country side),Female,26,Right,3,5.6
1436,340,Less than high school,Suburban,Male,14,Left,3,6.25
1437,120,High school,Suburban,Female,16,Right,3,1
1438,236,High school,Suburban,Male,27,Right,3,2.25
1439,159,Less than high school,NA,Female,22,Right,2,1.2
1440,238,High school,Suburban,Male,16,Right,1,2.25
1441,210,High school,Suburban,Male,18,Right,2,2.3
1442,199,University degree,Suburban,Female,36,Right,2,1.2
1443,164,High school,Rural (country side),Male,16,Right,2,1.3
1444,234,Less than high school,"Urban (town, city)",Female,14,Right,3,2.45
1445,223,University degree,Rural (country side),Male,29,Right,3,1.6
1446,87,High school,Suburban,Male,30,Left,2,2.25
1447,223,University degree,Suburban,Male,27,Right,2,6.55
1448,113,Graduate degree,"Urban (town, city)",Female,28,Right,3,2
1449,97,University degree,"Urban (town, city)",Female,41,Both,2,1.65
1450,194,High school,"Urban (town, city)",Female,13,Right,1,2.1
1451,206,Graduate degree,"Urban (town, city)",Male,27,Left,1,1.4
1452,225,University degree,"Urban (town, city)",Male,26,Left,1,1.2
1453,165,Graduate degree,Suburban,Female,31,Right,2,1
1454,133,High school,Suburban,Male,15,Right,3,4
1455,345,Graduate degree,Rural (country side),Male,22,Right,4,2.05
1456,116,High school,"Urban (town, city)",Female,20,Right,4,1.65
1457,104,High school,Suburban,Male,35,Left,5,1.2
1458,120,University degree,Suburban,Female,22,Right,2,1.75
1459,302,High school,"Urban (town, city)",Female,53,Right,2,1
